,Drug_ID,Smiles,Selfies,MolLogP,MolWt,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,TPSA,RingCount,NHOHCount,NOCount,HeavyAtomCount,NumValenceElectrons
425,CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,[C][#C][C][N][Branch1][C][C][C@H1][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],2.183,187.286,1,0,1,4,3.24,1,0,1,14,74
426,CHEMBL1201335,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,[C][N+1][Branch1][C][C][C][C][C][Branch2][Ring1][O][O][C][=Branch1][C][=O][C][Branch1][C][O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][Ring1][Branch1][C][Ring2][Ring1][=Branch1],2.456,318.437,3,1,4,4,46.53,3,1,4,23,126
427,CHEMBL1201082,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,[C][N][C][C][C][Branch2][Ring1][Ring2][O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1].[Cl],4.857,345.792,2,1,6,6,21.26,2,1,2,23,126
428,CHEMBL460291,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,[C][C][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][N][C][Branch1][C][C][=C][Branch1][Branch2][C][=Branch1][C][=O][O][C][C][C][Ring1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][/C][=C][/C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C],4.403,455.551,7,1,7,7,90.93,2,1,7,33,178
429,CHEMBL46399,CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,[C][C][C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][Ring1][O][Branch1][C][C][C][C][N][Ring1][=C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],4.159,321.464,2,1,2,3,23.47,4,1,2,24,126
430,CHEMBL1043,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,[N][C][=C][C][=C][Branch2][Ring1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][=C][Ring1][S],1.684,248.307,4,2,5,2,86.18,2,4,4,17,88
431,CHEMBL464982,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O,[C][C][C][C][C][/C][=C][\C][/C][=C][\C][/C][=C][\C][C][C][C][C][=Branch1][C][=O][O],5.661,278.436,1,1,2,13,37.3,0,1,2,20,114
432,CHEMBL196,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,[O][=C][O][C@H1][Branch1][#Branch1][C@@H1][Branch1][C][O][C][O][C][Branch1][C][O][=C][Ring1][#Branch2][O],-1.407,176.124,6,4,6,2,107.22,1,4,6,12,68
433,CHEMBL74,O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1.[Na+].[Na+],[O][=C][Branch1][C][O-1][C][=C][C][=Branch1][C][=O][C][=C][Branch2][Ring1][P][O][C][C][Branch1][C][O][C][O][C][=C][C][=C][C][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][C][=Branch1][C][=O][C][Ring1][=C][=Ring1][#Branch2][C][=C][C][=C][Ring2][Ring1][#Branch2][O][Ring2][Ring1][#C].[Na+1].[Na+1],-6.547,512.334,11,1,13,8,179.37,4,1,11,36,174
434,CHEMBL744,Nc1nc2ccc(OC(F)(F)F)cc2s1,[N][C][=N][C][=C][C][=C][Branch1][#Branch2][O][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][O][S][Ring1][=C],2.777,234.202,4,1,7,1,48.14,2,2,3,15,80
435,CHEMBL1734,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,[O][=C][Branch1][=C][O][C@H1][C][N][C][C][C][Ring1][=Branch1][C][C][Ring1][=Branch1][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Ring1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],3.865,362.473,3,0,4,2,32.78,6,0,4,27,140
436,CHEMBL525610,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](N)CO)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C)C(C)C,[C][C][C@H1][Branch1][C][C][C@H1][Branch2][Branch1][C][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@@H1][Branch1][N][N][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][O][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch1][C][C][S][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch2][C][C][=C][N][=C][NH1][Ring1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch2][C][C][=C][N][=C][NH1][Ring1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch1][C][C][S][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][C][=Branch1][C][=O][N][C@H1][Branch2][=C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@H1][Branch2][Branch1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch2][C][C][=C][N][=C][NH1][Ring1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][C][C][C][Branch1][C][C][C],-15.24,4117.787,57,60,108,144,1752.65,6,71,106,289,1608
437,CHEMBL1653,CN(C)CCC(c1ccccc1)c1ccccn1.O=C(O)/C=C\C(=O)O,[C][N][Branch1][C][C][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=N][Ring1][=Branch1].[O][=C][Branch1][C][O][/C][=C][\C][=Branch1][C][=O][O],2.877,356.422,4,2,6,7,90.73,2,2,6,26,138
438,CHEMBL248702,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,[C][C][N][C@@H1][Branch1][C][C][C][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2],3.246,231.261,1,1,4,4,12.03,1,1,1,16,90
439,CHEMBL493982,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,[C][C][O][C][=Branch1][C][=O][N][C@@H1][C][C][C@@H1][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][C][C@H1][C][=Branch1][C][=O][O][C@H1][Branch1][C][C][C@H1][Ring1][#Branch1][C@H1][Ring1][N][/C][=C][/C][=C][C][=C][Branch1][N][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][=N][Ring1][=N],5.63,492.591,5,1,7,5,77.52,5,1,6,36,190
440,CHEMBL1194325,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,[O][=C][Branch2][Ring1][N][O][C@H1][C][N+1][Branch1][=N][C][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][Ring1][S][C][C][Ring1][S][C][Branch1][C][O][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][C][=C][C][=C][S][Ring1][Branch1],4.667,484.663,6,1,7,9,55.76,6,1,5,33,174
441,CHEMBL1719,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21.Cl,[C][N][Branch1][C][C][C][C][/C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1][C][O][C][=C][C][=C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=C][Ring1][#Branch2][Ring2][Ring1][Ring1].[Cl],4.011,373.88,3,1,5,5,49.77,3,1,4,26,138
442,CHEMBL1201776,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,[C][C][C@@H1][Branch1][N][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][C@@H1][Branch1][C][C][C][N][Branch1][C][C][C],3.084,221.344,2,1,2,5,23.47,1,1,2,16,90
443,CHEMBL1190,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,[C][N+1][Branch1][C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][N+1][Branch1][C][C][Branch1][C][C][C],3.52,258.494,0,0,2,11,0.0,0,0,2,18,110
444,CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,[C][O][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C][C][=Branch1][C][=O][C][Branch2][Ring1][Branch1][C][C][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=N][C][Ring2][Ring1][Branch2],4.361,379.5,4,0,4,6,38.77,4,0,4,28,148
445,CHEMBL546,C=CCOc1ccccc1OCC(O)CNC(C)C,[C][=C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Branch1][C][O][C][N][C][Branch1][C][C][C],1.989,265.353,4,2,4,9,50.72,1,2,4,19,106
446,CHEMBL405,CC(N)Cc1ccccc1,[C][C][Branch1][C][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1],1.576,135.21,1,1,1,2,26.02,1,2,1,10,54
447,CHEMBL1480,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,[C][C][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][N][C][Branch1][C][C][=C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C][Ring1][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][Cl],3.964,384.259,5,1,7,4,64.63,2,1,5,25,134
448,CHEMBL589586,COC(=O)/C=C/C(=O)O,[C][O][C][=Branch1][C][=O][/C][=C][/C][=Branch1][C][=O][O],-0.2,130.099,3,1,4,2,63.6,0,1,4,9,50
449,CHEMBL33986,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,[O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C@@][C][C][C][C][C@@][Ring1][=Branch1][Branch1][C][O][C@@H1][Branch1][Ring2][C][Ring1][N][N][Branch1][Branch2][C][C][C][C][C][Ring1][Ring2][C][C][Ring1][P],3.366,327.468,3,2,3,2,43.7,5,2,3,24,130
450,CHEMBL139,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,[O][=C][Branch1][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl],4.364,296.153,2,2,5,4,49.33,2,2,3,19,98
451,CHEMBL49080,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,[C][C][Branch1][C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][N][C][Branch1][C][Cl][=C][Ring1][=Branch2],2.997,277.195,3,3,5,3,58.28,1,4,3,17,96
452,CHEMBL1200413,Cl.c1ccc2c(c1)CCCC2C1=NCCN1,[Cl].[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][C][Ring1][#Branch1][C][=N][C][C][N][Ring1][Branch1],2.53,236.746,2,1,3,1,24.39,3,1,2,16,86
453,CHEMBL2103784,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C)C(C)C)C(C)C,[C][S][C][C][C@H1][Branch2][Ring2][#Branch2][N][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][C][=Branch1][C][=O][N][C@@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N][C@H1][Branch2][O][O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N][C@H1][Branch2][Branch1][S][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@H1][Branch2][Ring2][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][O][C][Branch1][C][C][C][C][Branch1][C][C][C][C][Branch1][C][C][C],-7.964,2933.492,39,42,72,93,1158.72,9,50,71,208,1146
454,CHEMBL526,CC(C)c1cccc(C(C)C)c1O,[C][C][Branch1][C][C][C][=C][C][=C][C][Branch1][=Branch1][C][Branch1][C][C][C][=C][Ring1][=Branch2][O],3.639,178.275,1,1,1,2,20.23,1,1,1,13,72
455,CHEMBL406393,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,[C][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C@H1][C][C][C@H1][C@@H1][C][C][C@@H1][C][C@H1][Branch1][C][O][C][C][C@][Ring1][#Branch1][Branch1][C][C][C@H1][Ring1][N][C][C@H1][Branch1][C][O][C@@][Ring1][P][Ring2][Ring1][Ring2][C],4.478,392.58,3,3,4,4,77.76,4,3,4,28,160
456,CHEMBL494,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,[C][C][#C][C][C][Branch1][C][C][C@H1][Branch1][C][O][/C][=C][/C@@H1][C@H1][C][/C][=Branch1][#Branch2][=C][/C][C][C][C][=Branch1][C][=O][O][C][C@H1][Ring1][N][C][C@H1][Ring1][#C][O],3.541,360.494,3,3,4,8,77.76,2,3,4,26,144
457,CHEMBL1256400,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1.Cl,[C][C][=C][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][C][Branch1][C][C][=C][Ring1][O][C][C][=N][C][C][N][Ring1][Branch1].[Cl],3.567,280.843,2,1,3,2,24.39,2,1,2,19,106
458,CHEMBL86304,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,[O][=C][Branch1][N][N][C][C][N][C][C][O][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],1.402,268.744,3,1,5,4,41.57,2,1,4,18,98
459,CHEMBL1200681,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1.[Na+],[C][C][Branch1][C][C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C@@H1][Branch1][S][S][C][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][C][Ring1][#Branch1][C][=C][C][=C][C][Branch2][Ring1][Ring2][/C][=C][/C][=C][C][=C][C][=C][C][Branch1][C][Cl][=C][C][Ring1][#Branch1][=N][Ring1][O][=C][Ring2][Ring1][Ring1].[Na+1],4.617,608.179,5,1,7,12,73.25,5,1,4,42,212
460,CHEMBL139835,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,[C][C][=Branch1][C][=O][O][C@][Branch1][=Branch1][C][Branch1][C][C][=O][C][C][C@H1][C@@H1][C][=C][Branch1][C][Cl][C][=C][C][=Branch1][C][=O][C@@H1][C][C@@H1][Ring1][Ring1][C@][Ring1][Branch2][Branch1][C][C][C@H1][Ring1][=C][C][C][C@@][Ring2][Ring1][C][Ring2][Ring1][Branch2][C],4.608,416.945,4,0,5,2,60.44,5,0,4,29,156
461,CHEMBL1201274,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,[C][C][Branch1][C][C][N][C][C@H1][Branch1][C][O][C][O][C][=C][C][=C][Branch1][#Branch2][C][C][O][C][C][C][C][Ring1][Ring1][C][=C][Ring1][=N],2.393,307.434,4,2,4,11,50.72,2,2,4,22,124
462,CHEMBL902,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,[N][C][Branch1][C][N][=N][C][=N][C][Branch2][Ring1][C][C][S][C][C][/C][Branch1][C][N][=N][/S][Branch1][C][N][=Branch1][C][=O][=O][=C][S][Ring1][S],-0.768,337.456,6,4,12,7,175.83,1,8,9,20,112
463,CHEMBL16476,CC(C)NCC(O)c1ccc2ccccc2c1,[C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2],2.871,229.323,2,2,2,4,32.26,2,2,2,17,90
464,CHEMBL1256958,CNC[C@H](O)c1ccc(O)c(O)c1.O=C(O)C(O)C(O)C(=O)O,[C][N][C][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2].[O][=C][Branch1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][=Branch1][C][=O][O],-1.772,333.293,8,8,10,6,187.78,1,8,10,23,130
465,CHEMBL1200485,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,[C][N][C][=Branch1][C][=O][C][=C][C][Branch2][Ring2][=Branch2][O][C][=C][C][=C][Branch2][Ring1][N][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][O][C][=C][Ring2][Ring1][Branch1][=C][C][=N][Ring2][Ring1][N].[C][C][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O][C][=C][Ring1][#Branch2],6.791,637.036,6,4,15,6,146.72,4,4,10,43,226
466,CHEMBL62193,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,[C][O][C][=C][C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=N][C][Branch1][Ring1][O][C][=N][Ring2][Ring1][Ring1],0.877,310.335,7,2,9,5,116.43,2,3,8,21,112
467,CHEMBL1282,CC(C)Cn1cnc2c(N)nc3ccccc3c21,[C][C][Branch1][C][C][C][N][C][=N][C][=C][Branch1][C][N][N][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][O][Ring1][=C],2.823,240.31,4,1,4,2,56.73,3,2,4,18,92
468,CHEMBL2105737,Cc1c(C(=O)Nc2ccc(N3C[C@H](C)O[C@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,[C][C][=C][Branch2][Ring1][=C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][#C][N][C][C@H1][Branch1][C][C][O][C@H1][Branch1][C][C][C][Ring1][Branch2][N][=C][Ring1][=C][C][=C][C][=C][Ring2][Ring1][#Branch1][C][=C][C][=C][Branch1][#Branch2][O][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][O],5.822,485.506,5,1,9,5,63.69,4,1,6,35,184
469,CHEMBL990,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,[C][N][Branch2][Ring1][Ring2][C][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][#Branch2][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],5.769,317.476,1,0,1,4,3.24,3,0,1,24,124
470,CHEMBL30,CN/C(=N/CCSCc1nc[nH]c1C)NC#N,[C][N][/C][=Branch1][=C][=N][/C][C][S][C][C][N][=C][NH1][C][=Ring1][Branch1][C][N][C][#N],0.597,252.347,4,3,7,5,88.89,1,3,6,17,92
471,CHEMBL1201190,Cl.Cl.O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,[Cl].[Cl].[O][=C][Branch1][C][O][C][O][C][C][N][C][C][N][Branch2][Ring1][#Branch1][C@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][C][Ring2][Ring1][Ring2],3.992,461.817,4,1,8,8,53.01,3,1,5,29,160
472,CHEMBL544428,CN1CCN2c3ccccc3Cc3ccccc3C2C1.Cl,[C][N][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#C][C][Ring2][Ring1][Ring1].[Cl],3.506,300.833,2,0,3,0,6.48,4,0,2,21,110
473,CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,[C][C][Branch1][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2][N][Branch1][C][O][C][Branch1][C][N][=O],2.732,236.296,3,2,5,2,66.56,2,3,4,16,84
474,CHEMBL637,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,[C][O][C][=C][C][=C][Branch2][Ring1][Branch1][C][Branch1][#Branch1][C][N][Branch1][C][C][C][C][Branch1][C][O][C][C][C][C][C][Ring1][#Branch1][C][=C][Ring2][Ring1][C],3.036,277.408,3,1,3,5,32.7,2,1,3,20,112
